jobid      ,emailid    ,accountid  ,accountuserid,fromname                                                                                                                          ,fromemail                                                                                           ,schedtime              ,pickuptime             ,deliveredtime          ,eventid                                           ,ismultipart,jobtype                                           ,jobstatus                                         ,modifiedby ,modifieddate           ,emailname                                                                                                                                                                                               ,emailsubject                                                                                                                                                                                            ,iswrapped,testemailaddr                                                                                                                   ,category                                                                                            ,bccemail                                                                                            ,originalschedtime      ,createddate            ,characterset                  ,ipaddress                                         ,salesforcetotalsubscribercount,salesforceerrorsubscribercount,sendtype                                                                                                                        ,dynamicemailsubject                                                                                                                                                                                                                                       ,suppresstracking,sendclassificationtype          ,sendclassification                  ,resolvelinkswithcurrentdata,emailsenddefinition                 ,deduplicatebyemail,triggerersenddefinitionobjectid     ,triggeredsendcustomerkey            
      15177,       2729,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-03 13:43:00.000,2022-08-31 15:18:00.000,2022-10-03 13:44:00.000,NULL                                              ,          0,NULL                                              ,New                                               ,          0,2022-10-03 13:43:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Wunderkind Audiences                                                                                ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-08-31 15:17:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,2C9828FF-7129-ED11-B841-48DF37E41D3A,27CB2B83-B716-4BDD-8834-338A3934423A
      24915,      11425,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-30 12:00:00.000,2022-11-30 12:01:00.000,2022-11-30 12:17:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715475419,2022-11-30 12:16:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-30 11:07:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,68BD312E-6088-482D-96ED-5510D9D8EC7B
      24920,      11458,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-30 11:32:00.000,2022-11-30 11:33:00.000,2022-11-30 11:33:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-11-30 11:32:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-30 11:32:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,D0F66C86-CCEC-4813-B164-003C054F666F
      24817,      11319,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-30 10:05:00.000,2022-11-30 10:06:00.000,2022-11-30 10:06:00.000,NULL                                              ,          1,NULL                                              ,New                                               ,          0,2022-11-30 10:05:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-30 10:05:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,NULL                                ,6CE37CB6-07FD-4003-AC00-FA8644555CF3
      24791,      11450,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-30 08:30:00.000,2022-11-30 08:31:00.000,2022-11-30 08:56:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715475419,2022-11-30 08:56:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-29 18:41:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,BA720716-C033-4974-A7C8-A89DC13AAB44
      24790,      11449,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-30 08:30:00.000,2022-11-30 08:31:00.000,2022-11-30 08:45:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715475419,2022-11-30 08:45:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-29 18:39:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,D0D3D493-F0E4-4F50-BE48-942C1585A8FB
      24792,      11451,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-30 08:30:00.000,2022-11-30 08:31:00.000,2022-11-30 08:38:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715475419,2022-11-30 08:38:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-29 18:42:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,8925909C-B226-412D-8CB8-634810AA404A
      24789,      11417,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-30 08:30:00.000,2022-11-30 08:31:00.000,2022-11-30 08:38:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715475419,2022-11-30 08:37:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-29 18:36:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,BCE36884-433B-46DA-8043-746FEAC306A8
      24998,      11508,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-30 19:41:00.000,2022-11-30 19:42:00.000,2022-11-30 19:42:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-11-30 19:41:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-30 19:41:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,5A48B7E5-E943-4187-BE2D-C165AC86DE7D
      24793,      11452,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-30 19:00:00.000,2022-11-30 19:01:00.000,2022-11-30 19:13:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715475419,2022-11-30 19:12:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-29 18:44:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,FE0A5177-E13C-45B8-BAD5-33A4F00AAD13
      24994,      11508,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-30 18:29:00.000,2022-11-30 18:30:00.000,2022-11-30 18:30:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-11-30 18:29:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-30 18:29:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,28EC39F4-344C-4494-A2E1-87C7F4D7CB3F
      24951,      11458,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-30 15:00:00.000,2022-11-30 15:01:00.000,2022-11-30 15:13:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715475419,2022-11-30 15:13:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-30 13:40:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,E29ED861-DF94-4996-A126-5849DDEDFF2D
      24947,      11458,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-30 13:13:00.000,2022-11-30 13:14:00.000,2022-11-30 13:14:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-11-30 13:13:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-30 13:13:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,0D6F3387-E7DA-4171-AF4F-AE7C00FF95F4
      24728,      11421,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-29 12:46:00.000,2022-11-29 12:47:00.000,2022-11-29 12:47:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-11-29 12:46:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-29 12:46:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,15554517-E32F-43B2-A775-FE2C394049A8
      24727,      11420,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-29 12:44:00.000,2022-11-29 12:45:00.000,2022-11-29 12:45:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-11-29 12:44:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-29 12:44:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,99A3BE52-A289-45B7-A8C4-8628C35FC81D
      24496,      11319,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-29 12:32:00.000,2022-11-25 15:38:00.000,2022-11-29 12:33:00.000,NULL                                              ,          0,NULL                                              ,New                                               ,          0,2022-11-29 12:32:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Wunderkind Audiences                                                                                ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-25 15:37:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,AF3BD890-7F6B-ED11-B846-48DF37E42021,A235096C-59A4-495C-818A-972B9F91B1DB
      24723,      11415,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-29 12:30:00.000,2022-11-29 12:31:00.000,2022-11-29 12:31:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-11-29 12:30:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-29 12:30:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,99364ABA-78C5-4A23-8670-9B4D8ED93949
      24674,      11398,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-29 08:30:00.000,2022-11-29 08:31:00.000,2022-11-29 09:00:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715453037,2022-11-29 08:59:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-28 18:42:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,8098269E-02D1-4A76-9767-44359B29AE14
      24672,      11394,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-29 08:30:00.000,2022-11-29 08:31:00.000,2022-11-29 08:46:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715453037,2022-11-29 08:46:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-28 18:40:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,E859A64A-F0E2-4F9C-9DB9-B9C8681A245F
      24675,      11399,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-29 08:30:00.000,2022-11-29 08:31:00.000,2022-11-29 08:43:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715453037,2022-11-29 08:42:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-28 18:43:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,2D311F0E-E93D-475E-84E2-432DC412E640
      24673,      11397,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-29 08:30:00.000,2022-11-29 08:31:00.000,2022-11-29 08:37:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715453037,2022-11-29 08:37:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-28 18:41:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,355C4881-55F4-4283-8B34-6DF5211BDBCB
      24676,      11400,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-11-29 19:00:00.000,2022-11-29 19:01:00.000,2022-11-29 19:12:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715453037,2022-11-29 19:12:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-11-28 18:44:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,BE4A70A8-4B7E-4249-9F90-7E76DFCC249F
